,nom,ville,age,salaire,depenses
0,-3064599639988016116,5334271216224845957,-1.2746736361042466,-1.524022355697716,-1.0326859664169947
1,-105969608217263936,-2467215262939221601,1.034238879481274,0.01410115311080276,-1.7901404993627135
2,1882967561424828843,-2467215262939221601,-0.864200300000154,-0.17698023415889005,-0.6195289484466028
3,-7285820855115232139,8131720149829439429,1.1368572135072972,-1.5063840737958982,-1.652421493372583
4,2582029650766273822,-2467215262939221601,0.8803113784422393,1.8021003221950738,0.4133635964793772
5,-1032918798470281647,-3451746751897635795,0.2132922072730889,0.3057860741908638,0.8265206144497692
6,5452510156978741938,-2467215262939221601,-1.5312194711693043,0.09053370801867988,0.00020657850898520382
7,6834995959582258698,-2467215262939221601,-0.7615819659741309,-1.1941211571637165,0.2067850874941812
8,7877069603695737792,4748586171648594027,1.4960213825983781,-1.1346736144575897,-1.2392644754021909
9,7813592554878669642,-2467215262939221601,1.3420938815593435,-1.1186685068059403,-0.2063719304762108
10,9033637587448388840,-4317954230293813470,0.46983804233814674,-1.1405530417581957,-1.3769834813923216
11,5942895441357762392,-2467215262939221601,-0.4024177968830499,-1.050075188298871,-0.13751242748114548
12,-3472731083519273977,-2467215262939221601,-1.223364469091235,-1.1666838297608888,-1.2392644754021909
13,-4176985024188563889,-2467215262939221601,1.2394755475333203,0.7549089929871503,-0.7572479544367335
14,6128912572304825864,-7136824044435790948,-0.0945627948049805,-0.007783381841452658,-0.3440909364663415
15,4879179187901204600,-4863060076329265301,-0.5563452979220846,-0.14203030520528812,0.5510826024695079
16,5805400872885129776,4748586171648594027,-0.5563452979220846,0.06276974576581854,0.27564459048924655
17,-4743474316040591860,-4317954230293813470,-1.4799103041562929,-0.20115121306138112,-1.0326859664169947
18,-5512232956542877222,-2467215262939221601,-0.6589636319481077,0.7016675124316633,0.2067850874941812
19,-1375835219079551567,-2467215262939221601,-0.14587196181799206,0.311338866641436,0.00020657850898520382
20,-5010198686917852227,-2467215262939221601,1.5473305496113896,-1.0745728020513958,-1.0326859664169947
21,-8728478938181795213,-2467215262939221601,-0.6076544649350962,-0.3033879211219176,-1.3081239783972562
22,7289119739011899841,7568962539760928827,-0.864200300000154,0.31199213634150336,-0.27523143347127615
23,-6402131022902799690,-3451746751897635795,-1.325982803117258,0.22837361473288564,1.0330991234349653
24,5091719510542731778,-2467215262939221601,0.6750747103901931,0.8483265600967779,-0.13751242748114548
25,2355050677814612362,-1108631815331712001,0.8290022114292277,-0.35499622742723635,-0.9638264634219295
26,-969576109741133943,-2467215262939221601,-0.0945627948049805,1.213504322434413,0.8953801174448346
27,8396614605446260122,-1108631815331712001,0.6750747103901931,0.17088588112696096,0.06906608150405054
28,-39217349334370957,-2467215262939221601,-1.120746135065212,-0.3360514061252839,-0.27523143347127615
29,-4255771587989589571,7568962539760928827,1.2907847145463318,-1.0778391505517324,-0.4129504394614068
30,3679458065908062750,-9091444902325959541,0.9316205454552509,1.3245601714458584,2.9611652072967947
31,7971970981640347410,-2467215262939221601,0.2646013742861005,-0.2312016192644781,-1.5835619903775175
32,-2225161220761143211,-9091444902325959541,0.9829297124682624,0.49033476445988333,0.7576611114547039
33,2393893717018809959,-2467215262939221601,1.6499488836374128,-0.8380891706270238,-0.4129504394614068
34,4069364692353747467,-5530083933321473644,1.034238879481274,0.8450602115964413,-0.13751242748114548
35,-4563515016453056443,-4317954230293813470,-0.0945627948049805,-0.7629631551192814,-0.48180994245647213
36,5293098739519242332,-9091444902325959541,1.4447122155853664,-0.27823703766932556,0.2067850874941812
37,1285237103342457191,-4317954230293813470,-0.3511086298700383,-0.9350997210870218,-0.4129504394614068
38,-5172088261231577598,8131720149829439429,1.034238879481274,0.37339948814783197,0.6199421054645732
39,-4625594333433142013,-4317954230293813470,0.8803113784422393,-1.0536681716492413,-0.7572479544367335
40,8330443257136386926,-4317954230293813470,-1.3772919701302697,1.5375260936678068,1.2396776324201613
41,2063574499147770087,5334271216224845957,-1.1720553020782234,-0.5911532240015747,-0.8261074574317988
42,-1773333980373876091,-2467215262939221601,1.4960213825983781,-1.6278922380084209,-2.2032975173331057
43,5851508184237413488,7568962539760928827,-0.6589636319481077,-2.9265924017422646,-2.6164545353034976
44,134486937296612355,-2467215262939221601,0.8803113784422393,-0.3422574682759235,-0.6195289484466028
45,4192721340792291775,-2467215262939221601,1.4447122155853664,0.12025747937174322,-0.27523143347127615
46,-4830403868939020199,-2467215262939221601,0.16198304026007734,-0.1573821431568703,0.27564459048924655
47,8074705636381926622,-8859377572417492335,1.0855480464942855,-0.6345956590560519,-1.4458429843873868
48,-2794072909595647899,-8859377572417492335,-0.7615819659741309,-2.498700748198166,-2.2032975173331057
49,8717030487877787178,-2467215262939221601,-0.8128911329871424,0.2538511330355114,-0.13751242748114548
50,-6224260714705149088,5334271216224845957,1.1881663805203087,-0.24688009206609393,0.06906608150405054
51,-3891195583747525484,9015369049018251445,0.8290022114292277,-1.697465461065591,-0.8949669604268642
52,6072462632826096053,-2467215262939221601,-1.120746135065212,-2.0779950613548084,-1.652421493372583
53,1710458667920172458,-4863060076329265301,1.2394755475333203,-1.0611807732000156,-0.9638264634219295
54,23321578265467810,-2467215262939221601,-0.2484902958440152,1.4385557341076067,1.8594131593757492
55,3711288118430539301,-2467215262939221601,0.31591054129911206,-1.6040478939559635,0.2067850874941812
56,4282656239242816936,-2467215262939221601,0.31591054129911206,-0.7600234414689784,0.4133635964793772
57,4921558604033117450,-2467215262939221601,0.31591054129911206,0.12352382787207984,-0.2063719304762108
58,-8838371541917698408,-2467215262939221601,1.3420938815593435,-0.70220907301302,-1.5147024873824522
59,-5132800071774368024,-2467215262939221601,-0.19718112883100364,0.15684058257551348,-0.7572479544367335
60,-7294825170000569468,-2467215262939221601,0.16198304026007734,0.9910659895614886,1.3085371354152266
61,-1067739000037579500,7568962539760928827,1.1881663805203087,1.4584804599596604,1.1708181294250959
62,-1277108913086584866,-2467215262939221601,0.8290022114292277,0.9809403092104451,1.1708181294250959
63,3923752164757866089,-4680144792306635330,0.8290022114292277,1.6489085775292858,0.8953801174448346
